,CountyNo,"NativeAmerican (AmericanIndianAlaskaNative, NativeHawaianPacific)","Asian (EastAsian,SouthAsian)",Black, White, Mixed,OtherUnknown,STATE,HHI
2067,47,80,171,543,26523,1399,235,OH,0.8420971023659706
2068,49,5098,74071,299771,802685,93099,49083,OH,0.4283993919770792
2069,51,157,153,254,38092,2708,1349,OH,0.8004087961242897
2070,53,69,148,600,27049,1213,141,OH,0.8591228617568065
2071,55,62,673,1082,89422,3618,540,OH,0.8803061350760741
2072,57,537,5571,11486,137146,11409,1817,OH,0.6772066439147253
2073,59,102,154,535,35898,1565,184,OH,0.8741031799821969
2074,61,2917,25333,209173,525850,47653,19713,OH,0.4689847359846644
2075,63,180,1402,1431,66590,4025,1292,OH,0.7938960757286861
2076,65,70,169,262,28650,1238,307,OH,0.8729704140799068
2077,67,25,40,241,13456,677,44,OH,0.8656886626714556
2078,69,107,126,160,25244,1286,739,OH,0.8357604217464213
2079,71,127,110,520,40662,1714,184,OH,0.882914966970436
2080,73,50,71,140,26595,1104,90,OH,0.9005412184124987
2081,75,41,64,123,43088,776,131,OH,0.9496553333309106
2082,77,215,221,605,52412,3647,1465,OH,0.8055507493897217
2083,79,108,105,159,30956,1228,97,OH,0.9002276558892166
2084,81,169,344,3687,56954,3641,454,OH,0.7682945912540013
2085,83,167,367,566,58400,2621,600,OH,0.868921899141565
2086,85,585,3273,11022,199296,12823,5604,OH,0.740188411559616
2087,87,146,225,1115,54258,2236,260,OH,0.8698119383085149
2088,89,504,5028,7213,154070,9774,1930,OH,0.750395619914391
2089,91,113,327,677,42049,2533,451,OH,0.8335511142360457
2090,93,995,3623,24863,247300,26006,10177,OH,0.6388128259545804
2091,95,1569,7185,85081,295109,32175,10160,OH,0.5135474805581973
2092,97,76,256,2686,38046,2087,673,OH,0.7599895135072468
2093,99,605,1981,34835,172721,13433,5039,OH,0.5980394262237735
2094,101,209,362,4107,56754,3100,827,OH,0.7604179666435003
2095,103,284,2212,2344,167082,9079,1469,OH,0.8413033702903102
2096,105,50,23,153,21250,644,90,OH,0.9163315298425391
2097,107,648,189,204,40057,1091,339,OH,0.8881667315466859
2098,109,216,1644,2593,97622,5602,1097,OH,0.8090170075393293
2099,111,15,21,19,12945,355,30,OH,0.9360495561953686
2100,113,1632,12814,113728,365077,34044,10014,OH,0.5113990937460614
2101,115,24,24,405,12568,710,71,OH,0.8327188226744017
2102,117,96,90,159,32933,1438,234,OH,0.8896810984832204
2103,119,157,391,3032,77309,4955,566,OH,0.8050322091262926
2104,121,34,23,757,12886,332,83,OH,0.8369128341921886
2105,123,85,174,358,37275,1990,482,OH,0.8554743463164225
2106,125,96,30,155,17255,900,370,OH,0.8446284727532872
2107,127,100,67,90,33710,1328,113,OH,0.90782405467354
2108,129,175,300,2159,52734,2804,367,OH,0.8152334332308029
2109,131,122,70,190,25559,1071,76,OH,0.8919420659850208
2110,133,323,3425,8037,139778,8948,1280,OH,0.7524364361199638
2111,135,95,162,186,38857,1529,170,OH,0.8996887736940835
2112,137,59,64,125,32077,1120,1006,OH,0.8688587206087711
2113,139,304,793,11312,105139,6364,1024,OH,0.7191003944240364
2114,141,232,372,4044,68104,3944,397,OH,0.7858243097724715
2115,143,205,202,1886,50425,4349,1829,OH,0.7404937725931108
2116,145,276,274,2075,67925,2931,527,OH,0.8448010762341983
2117,147,157,363,1380,49358,2920,891,OH,0.8070953938444795
2118,149,127,451,849,44280,2068,455,OH,0.8452407770854365
2119,151,1267,3200,29118,313356,23852,4060,OH,0.7090862142967624
2120,153,1210,22621,79726,400818,30674,5379,OH,0.576911962932829
2121,155,325,1107,17200,171062,10944,1339,OH,0.727568452999254
2122,157,996,306,724,85679,3831,1727,OH,0.8461911722785618
2123,159,120,4045,1300,53670,3123,526,OH,0.7378716601061414
2124,161,71,89,265,26833,1214,459,OH,0.8623359284235385
2125,163,19,22,51,12258,431,19,OH,0.9182625244140624
2126,165,565,17331,8288,200073,13470,2610,OH,0.6911076494792723
2127,167,137,312,605,55950,2452,315,OH,0.8780776929807816
2128,169,237,966,1786,107729,5021,1155,OH,0.8515869839373388
2129,171,93,199,335,34164,1653,658,OH,0.8503124463144829
2130,173,320,2764,3185,115339,8408,2232,OH,0.7659808380215559
2131,175,28,85,81,20732,707,267,OH,0.8973989950167844
2132,1,8582,162,41,7645,2613,452,OK,0.3661489464584766
2133,3,195,7,238,4771,354,134,OK,0.7081718513676127
2134,5,2257,49,565,9480,1529,263,OK,0.4884057198427778
2135,7,53,15,4,3811,369,797,OK,0.6001059296062383
2136,9,864,131,1136,17519,1684,1076,OK,0.6231742299656259
2137,11,680,26,263,6463,906,397,OK,0.567246806939298
2138,13,6834,295,744,31023,5805,1366,OK,0.4925785263603544
2139,15,5790,68,690,16743,2635,1019,OK,0.44393911557948756
2140,17,7036,4847,5467,112548,18311,6196,OK,0.5513055302440445
2141,19,4481,588,2872,32121,5906,2035,OK,0.47713401567243063
2142,21,16292,311,537,20787,7683,1468,OK,0.3425006507265342
2143,23,2584,29,1383,8284,1748,176,OK,0.3980187497605991
2144,25,17,1,1,1801,205,271,OK,0.6372539274484331
2145,27,13552,12827,15147,203615,38622,11765,OK,0.49998125857573456
2146,29,1037,15,27,3441,660,86,OK,0.4817683297202571
2147,31,8114,3141,19802,69301,15545,5222,OK,0.37756572149855
2148,33,537,28,76,4212,578,96,OK,0.601654316103171
2149,35,2857,76,378,8581,2066,149,OK,0.43332662889417767
2150,37,7255,309,1480,52436,9038,1236,OK,0.5608607508077582
2151,39,1957,311,823,20025,3460,1937,OK,0.5182443660713367
2152,41,8731,474,136,25394,5059,603,OK,0.4579188648242597
2153,43,270,4,7,3827,316,60,OK,0.7372008990634558
2154,45,61,15,20,3269,281,103,OK,0.7670064911414805
2155,47,4520,706,1747,45297,6489,4087,OK,0.5404595625631115
2156,49,2203,118,552,18904,2806,1073,OK,0.5644802399383793
2157,51,3088,204,1324,43117,5851,1211,OK,0.6348415686466311
2158,53,88,12,44,3701,251,73,OK,0.7925840253372719
2159,55,187,7,362,4277,460,198,OK,0.6205281661377248
2160,57,57,11,164,1742,295,219,OK,0.5169210926272476
2161,59,50,1,4,2488,260,469,OK,0.6052897146119405
2162,61,2249,21,66,7855,1145,225,OK,0.5097048056416108
2163,63,2601,41,732,8227,1332,434,OK,0.4306595081353897
2164,65,612,344,1726,16532,3176,2395,OK,0.47632065621109754
2165,67,291,30,27,4206,538,245,OK,0.636374430465508
2166,69,1667,52,247,6892,1170,244,OK,0.4906525186272941
2167,71,4704,254,879,31801,4699,1363,OK,0.5541248810016285
2168,73,476,47,179,11652,1557,1273,OK,0.6075574290112935
2169,75,562,52,327,6519,737,312,OK,0.6016781385311489
2170,77,2288,68,43,5925,1046,74,OK,0.4647049613755649
2171,79,7145,295,859,32654,5333,1843,OK,0.49645867154636136
2172,81,2372,119,598,26543,3457,369,OK,0.6455169114698546
2173,83,1774,275,3286,37097,5458,1665,OK,0.5793749396365622
2174,85,649,72,198,7206,1128,893,OK,0.5290573320434333
2175,87,2870,212,352,31626,5108,1494,OK,0.5974074063891526
2176,89,4975,132,2564,18494,3785,864,OK,0.40910146389952573
2177,91,3254,73,547,12810,2123,134,OK,0.5003721093458191
2178,93,165,47,16,6622,639,293,OK,0.7327459178840309
2179,95,1515,44,170,10210,1804,1569,OK,0.4789201143556415
2180,97,8252,193,191,23933,6053,424,OK,0.4445629686871196
2181,99,2044,48,167,9668,1599,378,OK,0.5192292914193134
2182,101,12125,512,6622,35802,9126,2152,OK,0.35466381594210983
2183,103,988,47,153,8560,1074,102,OK,0.63217007396129
2184,105,1607,8,108,5900,1659,38,OK,0.46231628414595966
2185,107,2588,32,700,6685,1155,150,OK,0.41616745663759297
2186,109,28379,28178,120320,437129,103029,79257,OK,0.35335343147600967
2187,111,6137,164,2768,22091,4908,638,OK,0.41404785574071307
2188,113,6574,128,4842,27903,5637,734,OK,0.41803234626770736
2189,115,5936,154,298,19365,3981,551,OK,0.4650158456961436
2190,117,1960,50,79,11702,1595,167,OK,0.5926479652237381
2191,119,3856,2673,3195,60654,9352,1916,OK,0.5703901633416498
2192,121,6634,284,1251,29042,5673,889,OK,0.4812266599329864
2193,123,7184,373,884,23271,5579,774,OK,0.4318966791147534
2194,125,9192,514,2242,50484,8565,1457,OK,0.5169744741640306
2195,127,1856,52,67,7507,1192,138,OK,0.5239283977504613
2196,129,124,5,8,2945,298,62,OK,0.7411891792976059
2197,131,12470,1687,1167,63792,14112,2012,OK,0.4886442533119098
2198,133,4646,76,923,14438,3083,390,OK,0.43352369417226566
2199,135,9219,288,616,22928,5526,704,OK,0.4161886596223828
2200,137,2204,250,822,33461,4774,1337,OK,0.6262764642777764
2201,139,563,475,1025,10136,3587,5598,OK,0.32482803538005767
2202,141,242,31,497,4554,844,800,OK,0.46130568510006714
2203,143,41146,25122,67414,390702,96880,48015,OK,0.3822166610336372
2204,145,8410,1434,2709,54125,11920,2383,OK,0.48146404870193305
2205,147,5421,980,1354,36126,7352,1222,OK,0.5061967439698326
2206,149,340,23,101,9161,1003,296,OK,0.7134935208955425
2207,151,265,76,237,7191,602,253,OK,0.7027926767772381
2208,153,639,126,351,16136,1980,1238,OK,0.6356984532275122
2209,1,207,66,77,14936,1033,349,OR,0.8074448356586477
2210,3,1111,6428,1002,74612,8892,3139,OR,0.6290764793648885
2211,5,4627,20699,4554,334855,40543,16123,OR,0.6447962923666877
2212,7,535,564,226,34525,3595,1627,OR,0.7162224187641864
2213,9,854,583,323,45243,4582,1004,OR,0.7485186348629836
2214,11,1621,747,289,54930,5793,1549,OR,0.7250226331514542
2215,13,347,114,80,21349,2016,832,OR,0.7527772713792833
2216,15,566,214,84,19925,2115,542,OR,0.7315534112230638
2217,17,1835,2481,887,169137,17260,6653,OR,0.7368109721657774
2218,19,2114,1231,400,96048,9305,2103,OR,0.7538915419723983
2219,21,40,9,4,1770,145,27,OR,0.7930480336178791
2220,23,75,23,13,6523,530,69,OR,0.8188943409193262
2221,25,246,36,8,6566,526,113,OR,0.7737188723992557
2222,27,311,392,53,16381,3710,3130,OR,0.5081807599502832
2223,29,3648,3387,1734,178193,24558,11739,OR,0.6524567055775031
2224,31,3347,149,145,15992,2411,2458,OR,0.46447124358224734
2225,33,1199,886,415,75344,8052,2194,OR,0.7408342823102426
2226,35,3120,786,562,54494,6919,3532,OR,0.6310726039876784
2227,37,141,54,49,6691,903,322,OR,0.6865414143598616
2228,39,5689,9620,4660,309194,38792,15016,OR,0.6646211864085819
2229,41,1890,658,199,40624,4884,2140,OR,0.6626043371365616
2230,43,2022,1477,681,107700,12014,4716,OR,0.711742557907191
2231,45,592,396,465,21619,3244,5255,OR,0.5079050715700694
2232,47,10657,7501,4161,233321,42557,47723,OR,0.4906744561092392
2233,49,172,33,58,7472,1672,2779,OR,0.44702945204949945
2234,51,15363,62022,45370,556202,88414,48057,OR,0.48972354572327703
2235,53,2273,1774,735,68274,9316,5061,OR,0.6256231321864681
2236,55,22,8,0,1643,156,41,OR,0.7795516028482371
2237,57,392,283,79,22620,2617,1399,OR,0.6940840916855379
2238,59,3233,720,701,53461,9457,12503,OR,0.4858542944587638
2239,61,734,220,161,22565,2054,462,OR,0.749346939468798
2240,63,64,31,9,6673,469,145,OR,0.819652379567488
2241,65,1314,252,133,19821,2997,2153,OR,0.5740244899083903
2242,67,9656,69106,13437,385455,70506,52212,OR,0.44756200813929353
2243,69,26,9,1,1271,120,24,OR,0.7747573977593817
2244,71,2154,1579,900,83667,11182,8240,OR,0.6205641500688924
2245,1,377,975,1559,91460,5631,3850,PA,0.7802317919087417
2246,3,2266,58541,163678,946321,65706,14066,PA,0.5948169777295014
2247,5,80,160,445,62513,2161,199,PA,0.9104118278204839
2248,7,302,1028,11168,144954,9359,1404,PA,0.7501725228608158
2249,9,82,153,192,45569,1414,167,PA,0.9182959616460069
2250,11,2422,6413,21992,309107,38645,50270,PA,0.5442743180764212
2251,13,177,878,2533,113618,4836,780,PA,0.8578093793555983
2252,15,150,465,404,56026,2638,284,PA,0.8749494900446061
2253,17,1351,35216,26373,529895,36882,16821,PA,0.6802911975087729
2254,19,275,2814,2243,179140,7888,1403,PA,0.8568151501353937
2255,21,172,782,5828,120248,5682,760,PA,0.8154495970977524
2256,23,9,29,16,4285,168,40,PA,0.8895787704008217
2257,25,172,330,1208,58531,3162,1346,PA,0.8203555472871348
2258,27,247,11404,5476,131212,7760,2073,PA,0.6971355287487568
2259,29,1583,35252,29526,413103,36071,18878,PA,0.6107501938918612
2260,31,63,175,552,35159,1119,173,PA,0.8924823250180489
2261,33,82,450,1906,75093,2488,543,PA,0.8704284155132161
2262,35,79,212,447,35169,1289,254,PA,0.8833036604212826
2263,37,119,759,912,59549,2531,857,PA,0.8484482822568682
2264,39,150,374,1530,77804,3551,529,PA,0.8613695930522273
2265,41,639,13911,11081,214921,14121,4796,PA,0.6941067209729274
2266,43,908,17277,50868,180980,21502,14866,PA,0.4428373182911792
2267,45,1245,36457,129242,367718,30019,12149,PA,0.46373366511333963
2268,47,34,113,80,29555,1110,98,PA,0.9108477508020003
2269,49,537,6380,20584,222731,15995,4649,PA,0.6862291492381994
2270,51,374,383,5789,115811,5731,716,PA,0.8124750827439106
2271,53,9,19,1237,5296,131,281,PA,0.6102978917534637
2272,55,540,1442,5338,134524,8933,5155,PA,0.7499116928370958
2273,57,34,41,128,13767,532,54,PA,0.8959694924326332
2274,59,83,120,1083,33027,1391,250,PA,0.8462772898620972
2275,61,73,210,2271,39624,1368,546,PA,0.8113955886683258
2276,63,156,817,2494,76277,2967,535,PA,0.8418858622967639
2277,65,53,100,131,42470,1591,147,PA,0.9124774071533086
2278,67,32,69,133,22084,738,453,PA,0.8838432697249461
2279,69,605,6826,8350,179038,12743,8334,PA,0.6951807572871297
2280,71,1491,14147,22394,452646,34939,27367,PA,0.6787699217183588
2281,73,110,323,3664,76303,5018,652,PA,0.791206673436874
2282,75,352,2234,3233,118410,9583,9445,PA,0.6927757251945268
2283,77,1637,13941,27589,244505,37686,49199,PA,0.4603343013295676
2284,79,997,4070,16226,257042,22052,25207,PA,0.636470055800302
2285,81,252,933,5835,100428,5734,1006,PA,0.7787969617752115
2286,83,112,199,867,37273,1805,176,PA,0.8523457663369366
2287,85,168,687,6389,97516,5221,671,PA,0.7823018932861969
2288,87,61,169,388,43644,1533,348,PA,0.895864105530504
2289,89,754,4080,24894,110959,16100,11540,PA,0.4708554159100186
2290,91,2109,68032,81786,627566,52515,24545,PA,0.5568087226055178
2291,93,38,668,331,16248,707,144,PA,0.8059095029973989
2292,95,969,10041,19442,238475,25599,18425,PA,0.5957306808230585
2293,97,193,457,2579,82821,3750,1847,PA,0.819567546644284
2294,99,54,146,302,43173,1837,330,PA,0.8886588823409115
2295,101,7144,133553,630462,582636,110900,139102,PA,0.30576682086119006
2296,103,225,855,3285,47203,5044,1923,PA,0.6621735808382878
2297,105,25,74,43,15608,563,83,PA,0.9074230792282326
2298,107,278,761,4394,128205,5664,3747,PA,0.806460115537685
2299,109,62,299,539,37328,1195,313,PA,0.8836819485349836
2300,111,83,200,1881,69290,2119,556,PA,0.8752308209369214
2301,113,9,20,85,5439,235,52,PA,0.8693104944642522
2302,115,76,138,145,36066,1670,339,PA,0.8825686567343263
2303,117,84,189,343,38477,1736,216,PA,0.8806952754465612
2304,119,110,822,2583,36974,1591,601,PA,0.75608124625531
2305,121,93,172,444,47324,2215,206,PA,0.8818116015242949
2306,123,81,157,149,36447,1623,130,PA,0.8939738584141335
2307,125,365,2013,6958,188060,10462,1491,PA,0.8107065553541055
2308,127,111,424,1722,45795,2488,615,PA,0.8051361893309225
2309,129,457,3328,9188,324684,15266,1740,PA,0.84072642030651
2310,131,50,119,233,24363,1141,163,PA,0.8754583673383183
2311,133,1298,6675,27999,373200,28640,18626,PA,0.6781153555237267
2312,1,106,1285,773,45355,2774,500,RI,0.8012938387046192
2313,3,572,4882,3220,147106,10723,3860,RI,0.7512721822106361
2314,5,426,1570,2840,72063,6211,2533,RI,0.715607151584646
2315,7,5742,28614,53803,402194,75658,94730,RI,0.412765044724542
2316,9,1075,2610,1532,116202,6428,1992,RI,0.8042693887660902
2317,1,55,73,6205,16877,887,198,SC,0.5492098515871385
2318,3,831,1792,39856,110016,10538,5775,SC,0.48569113102205647
2319,5,49,17,5656,2010,168,139,SC,0.5583037543325957
2320,7,674,2413,30440,154385,11045,4761,SC,0.6002805642032725
2321,9,30,68,7763,5046,321,83,SC,0.48448143541039757
2322,11,96,161,8825,10493,756,258,SC,0.44504324334916906
2323,13,875,2441,27973,130860,14257,10711,SC,0.5207111326958391
2324,15,1768,5452,52393,141465,18088,10695,SC,0.43969541021122655
2325,17,68,30,5372,7896,481,272,SC,0.459081170868397
2326,19,1846,7567,92598,268699,21850,15675,SC,0.4893758878133981
2327,21,240,345,11370,40203,2511,1547,SC,0.5551584088970778
2328,23,186,149,11330,18759,1398,472,SC,0.46265398309991096
2329,25,250,274,13233,26188,2101,1227,SC,0.4629941887200324
2330,27,138,230,13919,15481,835,541,SC,0.4479224064889136
2331,29,351,188,13467,22066,1737,795,SC,0.4509764794004788
2332,31,187,293,25524,34103,2090,708,SC,0.45980829491566616
2333,33,641,68,12727,13151,1172,533,SC,0.4210180149733759
2334,35,1264,3314,38733,101446,12216,4567,SC,0.4588666756266896
2335,37,85,128,8365,15334,1023,722,SC,0.46590422726488606
2336,39,87,102,11251,8571,714,223,SC,0.457192316943719
2337,41,487,2324,57186,69755,5190,2117,SC,0.4350801606164119
2338,43,164,267,18156,41555,2081,1181,SC,0.5129968622892797
2339,45,2866,12981,88181,353260,37235,31011,SC,0.48913909931995386
2340,47,215,694,20938,41205,3309,2990,SC,0.44841290522544697
2341,49,67,102,9592,8135,434,231,SC,0.4599023755780303
2342,51,1930,4655,39883,270736,21563,12262,SC,0.6129566305177667
2343,53,169,197,9645,13715,2036,3029,SC,0.3552986533597497
2344,55,288,425,15256,44053,3685,1696,SC,0.5120057793779331
2345,57,306,1778,19272,66147,5780,2733,SC,0.5196800794008226
2346,59,269,302,16024,45080,3479,2385,SC,0.5057375538112185
2347,61,50,38,10084,5771,419,169,SC,0.4947400129352243
2348,63,1683,6692,42924,212701,19320,10671,SC,0.5509492427896473
2349,65,32,38,3933,5182,278,63,SC,0.46730382287110694
2350,67,115,134,16403,11205,918,408,SC,0.46457109086832526
2351,69,1146,99,13391,10839,1041,151,SC,0.42078504421439694
2352,71,235,145,10451,23263,1823,1802,SC,0.4618167914701983
2353,73,325,591,5193,65766,4637,2095,SC,0.7085995906883544
2354,75,556,895,51046,28070,2485,1171,SC,0.47963192473860644
2355,77,460,2735,8528,108696,7736,3249,SC,0.692976947331358
2356,79,1823,11438,190218,177274,23926,11468,SC,0.39524044381592544
2357,81,167,38,4072,11670,1403,1512,SC,0.4414417836457355
2358,83,1573,8297,64230,219423,19542,14932,SC,0.4921650369140687
2359,85,518,1432,48876,47406,5429,1895,SC,0.4192736707140102
2360,87,67,78,8485,17388,1046,180,SC,0.5058702255398346
2361,89,90,161,19666,10249,633,227,SC,0.5113996608122786
2362,91,2412,8825,51898,191849,18760,8346,SC,0.5027313788678198
2363,3,40,14,14,2443,97,139,SD,0.7949859322987821
2364,5,386,2071,165,13861,1324,1342,SD,0.5458280516427267
2365,7,2093,7,7,1011,259,4,SD,0.4785135123195273
2366,9,464,11,107,6194,156,71,SD,0.7875264449301007
2367,11,427,917,637,30291,1457,646,SD,0.7798596404892562
2368,13,1243,922,566,33096,1774,700,SD,0.751003997125085
2369,15,523,26,33,4365,281,19,SD,0.7049447769967311
2370,17,1585,1,0,286,76,0,SD,0.6851121984745056
2371,19,210,30,12,9319,551,121,SD,0.8311850691669916
2372,21,31,6,0,1282,51,7,SD,0.8687019712266412
2373,23,3116,31,16,5751,412,47,SD,0.488959556579937
2374,25,26,7,12,3617,110,65,SD,0.8897824150119453
2375,27,604,361,235,12809,800,158,SD,0.7378465402665848
2376,29,696,197,116,26091,978,247,SD,0.8504171399770504
2377,31,2734,20,6,957,178,7,SD,0.553198020912668
2378,33,176,25,32,7585,418,82,SD,0.8346152496453054
2379,35,652,117,157,17790,805,435,SD,0.7979691822309742
2380,37,543,22,7,4627,232,18,SD,0.7328220192639662
2381,39,36,2,10,4068,106,73,SD,0.8980629125834654
2382,41,4136,6,9,855,219,14,SD,0.6516455769623342
2383,43,38,3,7,2664,108,15,SD,0.8846693977087863
2384,45,39,23,12,3802,85,25,SD,0.9104399265970787
2385,47,427,47,35,5992,413,59,SD,0.7458215066455854
2386,49,45,3,2,2014,50,11,SD,0.8992896885813149
2387,51,93,16,3,6846,332,266,SD,0.8242253499615084
2388,53,270,22,9,3504,172,17,SD,0.7761613627251092
2389,55,38,14,2,1720,82,16,SD,0.8466606399298705
2390,57,56,13,5,5727,176,187,SD,0.8650584015284578
2391,59,11,7,7,3006,78,36,SD,0.9143273826524553
2392,61,11,0,5,3330,96,19,SD,0.926543685985941
2393,63,29,0,5,1214,52,11,SD,0.8596433045270292
2394,65,2141,130,91,14232,996,175,SD,0.6596472649419839
2395,67,92,21,9,7068,158,79,SD,0.9063908048844306
2396,69,104,5,4,1092,50,7,SD,0.7571497459570375
2397,71,1552,7,11,1049,179,8,SD,0.44977695184283345
2398,73,13,8,1,1557,50,34,SD,0.8779889418777835
2399,75,49,0,4,777,85,2,SD,0.7294363465332522
2400,77,32,11,8,4964,134,38,SD,0.9166301213727471
2401,79,140,71,107,10138,424,179,SD,0.8424014996187985
2402,81,574,196,135,23319,1356,188,SD,0.8223559130930295
2403,83,493,1001,1132,58994,2915,626,SD,0.8223607771645541
2404,85,1640,4,3,1919,143,9,SD,0.46245197678971
2405,87,66,4,9,5320,211,72,SD,0.8783165274508471
2406,89,30,4,3,2275,68,31,SD,0.8914855371335685
2407,91,336,13,7,3628,246,76,SD,0.719558403584236
2408,93,940,280,446,25727,2154,305,SD,0.7493443894879394
2409,95,1112,3,1,655,137,10,SD,0.4578892028866531
2410,97,11,6,4,2186,75,16,SD,0.9060457460644252
2411,99,5426,4617,11527,158352,11662,5630,SD,0.6537538481596367
2412,101,766,86,19,4847,413,205,SD,0.6053201881504439
2413,102,12822,39,24,446,296,45,SD,0.8810784304242743
2414,103,11788,1493,1420,84558,8591,1372,SD,0.6177106518006642
2415,105,69,7,2,2659,90,8,SD,0.8813065454805609
2416,107,56,14,6,2329,52,15,SD,0.8886810595825348
2417,109,4023,27,33,5605,525,67,SD,0.4530962429408469
2418,111,25,10,2,2186,97,10,SD,0.8821002413011845
