,STATE,CountyNo,year,Unemployment
14259,IL,79,2021,4.3
14275,IL,81,2015,6.8
14276,IL,81,2016,6.4
14277,IL,81,2017,5.4
14278,IL,81,2018,5.2
14279,IL,81,2019,4.4
14280,IL,81,2020,10.2
14281,IL,81,2021,6.2
14297,IL,83,2015,6.3
14298,IL,83,2016,5.8
14299,IL,83,2017,4.8
14300,IL,83,2018,4.8
14301,IL,83,2019,4.2
14302,IL,83,2020,7.7
14303,IL,83,2021,4.4
14319,IL,85,2015,5.5
14320,IL,85,2016,5.4
14321,IL,85,2017,4.5
14322,IL,85,2018,4.3
14323,IL,85,2019,3.9
14324,IL,85,2020,8.4
14325,IL,85,2021,4.4
14341,IL,87,2015,8.5
14342,IL,87,2016,8.7
14343,IL,87,2017,7.5
14344,IL,87,2018,7.5
14345,IL,87,2019,5.8
14346,IL,87,2020,9.1
14347,IL,87,2021,6.0
14363,IL,89,2015,5.8
14364,IL,89,2016,5.5
14365,IL,89,2017,4.8
14366,IL,89,2018,4.9
14367,IL,89,2019,4.3
14368,IL,89,2020,9.3
14369,IL,89,2021,5.9
14385,IL,91,2015,6.9
14386,IL,91,2016,6.5
14387,IL,91,2017,5.5
14388,IL,91,2018,5.5
14389,IL,91,2019,4.8
14390,IL,91,2020,9.0
14391,IL,91,2021,6.5
14407,IL,93,2015,5.3
14408,IL,93,2016,5.2
14409,IL,93,2017,4.4
14410,IL,93,2018,3.6
14411,IL,93,2019,3.4
14412,IL,93,2020,7.9
14413,IL,93,2021,4.7
14429,IL,95,2015,6.1
14430,IL,95,2016,6.1
14431,IL,95,2017,5.2
14432,IL,95,2018,5.2
14433,IL,95,2019,4.7
14434,IL,95,2020,8.8
14435,IL,95,2021,6.6
14451,IL,97,2015,5.4
14452,IL,97,2016,5.2
14453,IL,97,2017,4.5
14454,IL,97,2018,4.5
14455,IL,97,2019,3.9
14456,IL,97,2020,8.2
14457,IL,97,2021,5.3
14473,IL,99,2015,7.0
14474,IL,99,2016,6.8
14475,IL,99,2017,5.6
14476,IL,99,2018,5.7
14477,IL,99,2019,5.1
14478,IL,99,2020,9.6
14479,IL,99,2021,6.0
14495,IL,101,2015,7.1
14496,IL,101,2016,7.4
14497,IL,101,2017,6.4
14498,IL,101,2018,6.2
14499,IL,101,2019,5.3
14500,IL,101,2020,9.1
14501,IL,101,2021,6.1
14517,IL,103,2015,5.3
14518,IL,103,2016,5.1
14519,IL,103,2017,4.3
14520,IL,103,2018,4.3
14521,IL,103,2019,3.8
14522,IL,103,2020,7.0
14523,IL,103,2021,4.5
14539,IL,105,2015,5.4
14540,IL,105,2016,5.4
14541,IL,105,2017,4.5
14542,IL,105,2018,4.3
14543,IL,105,2019,3.9
14544,IL,105,2020,6.9
14545,IL,105,2021,4.9
14561,IL,107,2015,5.4
14562,IL,107,2016,5.3
14563,IL,107,2017,4.6
14564,IL,107,2018,4.6
14565,IL,107,2019,4.2
14566,IL,107,2020,6.9
14567,IL,107,2021,4.8
14583,IL,109,2015,6.1
14584,IL,109,2016,6.3
14585,IL,109,2017,5.0
14586,IL,109,2018,4.9
14587,IL,109,2019,4.4
14588,IL,109,2020,7.3
14589,IL,109,2021,4.9
14605,IL,111,2015,5.5
14606,IL,111,2016,5.4
14607,IL,111,2017,4.4
14608,IL,111,2018,3.6
14609,IL,111,2019,3.4
14610,IL,111,2020,8.0
14611,IL,111,2021,4.7
14627,IL,113,2015,4.8
14628,IL,113,2016,5.1
14629,IL,113,2017,4.1
14630,IL,113,2018,4.1
14631,IL,113,2019,3.6
14632,IL,113,2020,6.9
14633,IL,113,2021,4.6
14649,IL,115,2015,7.0
14650,IL,115,2016,6.6
14651,IL,115,2017,5.5
14652,IL,115,2018,5.5
14653,IL,115,2019,5.0
14654,IL,115,2020,10.0
14655,IL,115,2021,7.7
14671,IL,117,2015,6.3
14672,IL,117,2016,6.0
14673,IL,117,2017,4.9
14674,IL,117,2018,4.9
14675,IL,117,2019,4.1
14676,IL,117,2020,7.1
14677,IL,117,2021,4.5
14693,IL,119,2015,6.0
14694,IL,119,2016,5.9
14695,IL,119,2017,4.8
14696,IL,119,2018,4.5
14697,IL,119,2019,3.7
14698,IL,119,2020,7.9
14699,IL,119,2021,4.9
14715,IL,121,2015,6.8
14716,IL,121,2016,6.4
14717,IL,121,2017,5.2
14718,IL,121,2018,4.9
14719,IL,121,2019,4.2
14720,IL,121,2020,9.4
14721,IL,121,2021,5.8
14737,IL,123,2015,6.6
14738,IL,123,2016,6.6
14739,IL,123,2017,5.4
14740,IL,123,2018,5.2
14741,IL,123,2019,4.6
14742,IL,123,2020,7.5
14743,IL,123,2021,5.6
14759,IL,125,2015,7.1
14760,IL,125,2016,7.1
14761,IL,125,2017,6.1
14762,IL,125,2018,5.9
14763,IL,125,2019,5.1
14764,IL,125,2020,8.1
14765,IL,125,2021,5.4
14781,IL,127,2015,7.3
14782,IL,127,2016,7.1
14783,IL,127,2017,6.5
14784,IL,127,2018,6.9
14785,IL,127,2019,5.3
14786,IL,127,2020,10.1
14787,IL,127,2021,5.8
14803,IL,129,2015,4.8
14804,IL,129,2016,4.7
14805,IL,129,2017,4.2
14806,IL,129,2018,4.1
14807,IL,129,2019,3.7
14808,IL,129,2020,6.6
14809,IL,129,2021,4.1
14825,IL,131,2015,6.2
14826,IL,131,2016,6.2
14827,IL,131,2017,5.1
14828,IL,131,2018,5.2
14829,IL,131,2019,4.8
14830,IL,131,2020,8.2
14831,IL,131,2021,4.9
14847,IL,133,2015,4.4
14848,IL,133,2016,4.1
14849,IL,133,2017,3.4
14850,IL,133,2018,3.4
14851,IL,133,2019,2.9
14852,IL,133,2020,5.6
14853,IL,133,2021,3.1
14869,IL,135,2015,7.6
14870,IL,135,2016,7.1
14871,IL,135,2017,5.7
14872,IL,135,2018,5.9
14873,IL,135,2019,5.0
14874,IL,135,2020,8.8
14875,IL,135,2021,5.4
14891,IL,137,2015,5.0
14892,IL,137,2016,4.9
14893,IL,137,2017,4.4
14894,IL,137,2018,4.4
14895,IL,137,2019,3.8
14896,IL,137,2020,7.0
14897,IL,137,2021,5.0
14913,IL,139,2015,4.4
14914,IL,139,2016,4.6
14915,IL,139,2017,3.9
14916,IL,139,2018,3.8
14917,IL,139,2019,3.2
14918,IL,139,2020,5.2
14919,IL,139,2021,3.5
14935,IL,141,2015,6.2
14936,IL,141,2016,5.9
14937,IL,141,2017,5.1
14938,IL,141,2018,4.9
14939,IL,141,2019,4.6
14940,IL,141,2020,8.3
14941,IL,141,2021,5.8
14957,IL,143,2015,6.9
14958,IL,143,2016,6.9
14959,IL,143,2017,5.9
14960,IL,143,2018,5.5
14961,IL,143,2019,4.9
14962,IL,143,2020,10.5
14963,IL,143,2021,7.2
14979,IL,145,2015,7.1
14980,IL,145,2016,7.1
14981,IL,145,2017,6.0
14982,IL,145,2018,5.9
14983,IL,145,2019,4.9
14984,IL,145,2020,9.5
14985,IL,145,2021,5.8
15001,IL,147,2015,4.9
15002,IL,147,2016,4.9
15003,IL,147,2017,4.1
15004,IL,147,2018,4.2
15005,IL,147,2019,3.5
15006,IL,147,2020,5.6
15007,IL,147,2021,4.0
15023,IL,149,2015,5.2
15024,IL,149,2016,5.1
15025,IL,149,2017,4.5
15026,IL,149,2018,4.8
15027,IL,149,2019,4.1
15028,IL,149,2020,6.1
15029,IL,149,2021,4.1
15045,IL,151,2015,7.0
15046,IL,151,2016,7.2
15047,IL,151,2017,6.5
15048,IL,151,2018,6.0
15049,IL,151,2019,5.3
15050,IL,151,2020,8.1
15051,IL,151,2021,5.1
15067,IL,153,2015,8.9
15068,IL,153,2016,8.4
15069,IL,153,2017,7.9
15070,IL,153,2018,8.0
15071,IL,153,2019,6.3
15072,IL,153,2020,11.8
15073,IL,153,2021,9.3
15089,IL,155,2015,6.2
15090,IL,155,2016,5.6
15091,IL,155,2017,5.0
15092,IL,155,2018,5.2
15093,IL,155,2019,4.9
15094,IL,155,2020,8.5
15095,IL,155,2021,5.0
15111,IL,157,2015,5.4
15112,IL,157,2016,5.0
15113,IL,157,2017,4.4
15114,IL,157,2018,4.4
15115,IL,157,2019,3.5
15116,IL,157,2020,7.2
15117,IL,157,2021,4.3
15133,IL,159,2015,5.9
15134,IL,159,2016,5.9
15135,IL,159,2017,4.8
15136,IL,159,2018,4.6
15137,IL,159,2019,3.9
15138,IL,159,2020,6.9
15139,IL,159,2021,4.3
15155,IL,161,2015,6.4
15156,IL,161,2016,6.3
15157,IL,161,2017,5.1
15158,IL,161,2018,5.2
15159,IL,161,2019,4.8
15160,IL,161,2020,9.6
15161,IL,161,2021,5.6
15177,IL,163,2015,6.6
15178,IL,163,2016,6.1
15179,IL,163,2017,5.1
15180,IL,163,2018,5.0
15181,IL,163,2019,4.2
15182,IL,163,2020,9.2
15183,IL,163,2021,6.1
15199,IL,165,2015,7.8
15200,IL,165,2016,8.6
15201,IL,165,2017,6.4
15202,IL,165,2018,6.4
15203,IL,165,2019,5.1
15204,IL,165,2020,9.9
15205,IL,165,2021,6.6
15221,IL,167,2015,5.3
15222,IL,167,2016,5.0
15223,IL,167,2017,4.4
15224,IL,167,2018,4.4
15225,IL,167,2019,3.9
15226,IL,167,2020,8.4
15227,IL,167,2021,5.5
15243,IL,169,2015,5.9
15244,IL,169,2016,5.6
15245,IL,169,2017,4.6
15246,IL,169,2018,4.4
15247,IL,169,2019,4.0
15248,IL,169,2020,6.3
15249,IL,169,2021,3.9
15265,IL,171,2015,5.9
15266,IL,171,2016,5.7
15267,IL,171,2017,5.2
15268,IL,171,2018,5.1
15269,IL,171,2019,4.5
15270,IL,171,2020,6.7
15271,IL,171,2021,5.1
15287,IL,173,2015,5.9
15288,IL,173,2016,5.7
15289,IL,173,2017,4.4
15290,IL,173,2018,4.2
15291,IL,173,2019,3.7
15292,IL,173,2020,6.6
15293,IL,173,2021,4.2
15309,IL,175,2015,6.7
15310,IL,175,2016,7.4
15311,IL,175,2017,6.3
15312,IL,175,2018,6.2
15313,IL,175,2019,5.5
15314,IL,175,2020,7.4
15315,IL,175,2021,5.5
15331,IL,177,2015,6.6
15332,IL,177,2016,5.9
15333,IL,177,2017,4.7
15334,IL,177,2018,4.6
15335,IL,177,2019,4.2
15336,IL,177,2020,7.4
15337,IL,177,2021,5.5
15353,IL,179,2015,6.3
15354,IL,179,2016,6.4
15355,IL,179,2017,5.3
15356,IL,179,2018,4.8
15357,IL,179,2019,4.2
15358,IL,179,2020,8.3
15359,IL,179,2021,5.0
15375,IL,181,2015,7.7
15376,IL,181,2016,7.4
15377,IL,181,2017,6.4
15378,IL,181,2018,6.4
15379,IL,181,2019,5.4
15380,IL,181,2020,8.2
15381,IL,181,2021,5.7
15397,IL,183,2015,7.1
15398,IL,183,2016,7.3
15399,IL,183,2017,6.5
15400,IL,183,2018,6.1
15401,IL,183,2019,4.9
15402,IL,183,2020,9.0
15403,IL,183,2021,6.5
15419,IL,185,2015,5.7
15420,IL,185,2016,6.3
15421,IL,185,2017,5.2
15422,IL,185,2018,4.9
15423,IL,185,2019,4.0
15424,IL,185,2020,8.5
15425,IL,185,2021,4.5
15441,IL,187,2015,5.2
15442,IL,187,2016,5.3
15443,IL,187,2017,4.2
15444,IL,187,2018,4.1
15445,IL,187,2019,3.9
15446,IL,187,2020,6.3
15447,IL,187,2021,4.6
15463,IL,189,2015,3.8
15464,IL,189,2016,3.8
15465,IL,189,2017,3.0
15466,IL,189,2018,2.9
15467,IL,189,2019,2.4
15468,IL,189,2020,5.3
15469,IL,189,2021,3.0
15485,IL,191,2015,6.9
15486,IL,191,2016,8.5
15487,IL,191,2017,6.2
15488,IL,191,2018,5.5
15489,IL,191,2019,4.6
15490,IL,191,2020,8.4
15491,IL,191,2021,4.7
15507,IL,193,2015,5.7
15508,IL,193,2016,6.6
15509,IL,193,2017,4.9
15510,IL,193,2018,4.2
15511,IL,193,2019,3.7
15512,IL,193,2020,7.9
15513,IL,193,2021,5.0
15529,IL,195,2015,6.2
15530,IL,195,2016,5.8
15531,IL,195,2017,4.8
15532,IL,195,2018,4.5
15533,IL,195,2019,4.1
15534,IL,195,2020,8.2
15535,IL,195,2021,4.8
15551,IL,197,2015,6.3
15552,IL,197,2016,6.1
15553,IL,197,2017,5.1
15554,IL,197,2018,4.2
15555,IL,197,2019,4.0
15556,IL,197,2020,9.1
15557,IL,197,2021,5.7
15573,IL,199,2015,6.2
15574,IL,199,2016,6.1
15575,IL,199,2017,5.1
15576,IL,199,2018,5.0
15577,IL,199,2019,4.1
15578,IL,199,2020,8.8
15579,IL,199,2021,5.5
15595,IL,201,2015,7.0
15596,IL,201,2016,6.7
15597,IL,201,2017,6.4
15598,IL,201,2018,5.6
15599,IL,201,2019,5.4
15600,IL,201,2020,11.5
15601,IL,201,2021,8.4
15617,IL,203,2015,5.1
15618,IL,203,2016,5.5
15619,IL,203,2017,4.4
15620,IL,203,2018,4.0
15621,IL,203,2019,3.5
15622,IL,203,2020,6.2
15623,IL,203,2021,4.0
15661,IN,1,2015,3.8
15662,IN,1,2016,3.5
15663,IN,1,2017,2.6
15664,IN,1,2018,2.6
15665,IN,1,2019,2.7
15666,IN,1,2020,5.6
15667,IN,1,2021,2.2
15683,IN,3,2015,4.6
15684,IN,3,2016,4.2
15685,IN,3,2017,3.3
15686,IN,3,2018,3.1
15687,IN,3,2019,3.1
15688,IN,3,2020,7.8
15689,IN,3,2021,3.7
15705,IN,5,2015,3.6
15706,IN,5,2016,3.3
15707,IN,5,2017,2.7
15708,IN,5,2018,2.6
15709,IN,5,2019,2.5
15710,IN,5,2020,6.6
15711,IN,5,2021,2.9
15727,IN,7,2015,4.5
15728,IN,7,2016,4.2
15729,IN,7,2017,3.4
15730,IN,7,2018,3.2
15731,IN,7,2019,3.2
15732,IN,7,2020,5.4
15733,IN,7,2021,2.7
15749,IN,9,2015,6.0
15750,IN,9,2016,5.3
15751,IN,9,2017,4.0
15752,IN,9,2018,3.8
15753,IN,9,2019,3.8
15754,IN,9,2020,8.1
15755,IN,9,2021,3.7
15771,IN,11,2015,3.7
15772,IN,11,2016,3.3
15773,IN,11,2017,2.8
15774,IN,11,2018,2.7
15775,IN,11,2019,2.4
15776,IN,11,2020,4.3
15777,IN,11,2021,2.1
15793,IN,13,2015,4.8
15794,IN,13,2016,4.0
15795,IN,13,2017,3.4
15796,IN,13,2018,3.1
15797,IN,13,2019,3.0
15798,IN,13,2020,6.8
15799,IN,13,2021,3.2
15815,IN,15,2015,4.3
15816,IN,15,2016,4.2
15817,IN,15,2017,3.4
15818,IN,15,2018,3.2
15819,IN,15,2019,3.0
15820,IN,15,2020,6.3
15821,IN,15,2021,2.9
15837,IN,17,2015,4.6
15838,IN,17,2016,4.6
15839,IN,17,2017,3.8
15840,IN,17,2018,3.6
15841,IN,17,2019,3.4
15842,IN,17,2020,6.9
15843,IN,17,2021,3.6
15859,IN,19,2015,4.5
15860,IN,19,2016,4.1
15861,IN,19,2017,3.5
15862,IN,19,2018,3.4
15863,IN,19,2019,3.3
15864,IN,19,2020,7.3
15865,IN,19,2021,3.2
15881,IN,21,2015,5.3
15882,IN,21,2016,4.6
15883,IN,21,2017,3.7
15884,IN,21,2018,3.9
15885,IN,21,2019,3.6
15886,IN,21,2020,6.6
15887,IN,21,2021,3.6
15903,IN,23,2015,4.0
15904,IN,23,2016,3.8
15905,IN,23,2017,3.0
15906,IN,23,2018,2.8
15907,IN,23,2019,2.7
15908,IN,23,2020,5.7
15909,IN,23,2021,2.8
15925,IN,25,2015,6.0
15926,IN,25,2016,5.6
15927,IN,25,2017,4.4
15928,IN,25,2018,4.4
15929,IN,25,2019,4.1
15930,IN,25,2020,7.3
15931,IN,25,2021,3.7
15947,IN,27,2015,3.8
15948,IN,27,2016,3.5
15949,IN,27,2017,2.8
15950,IN,27,2018,2.7
15951,IN,27,2019,2.6
15952,IN,27,2020,3.9
15953,IN,27,2021,2.3
15969,IN,29,2015,5.1
15970,IN,29,2016,4.6
15971,IN,29,2017,3.8
15972,IN,29,2018,3.6
15973,IN,29,2019,3.5
15974,IN,29,2020,7.0
15975,IN,29,2021,3.0
15991,IN,31,2015,4.0
15992,IN,31,2016,3.5
15993,IN,31,2017,2.9
15994,IN,31,2018,3.0
15995,IN,31,2019,2.8
15996,IN,31,2020,7.6
15997,IN,31,2021,2.8
16013,IN,33,2015,4.1
16014,IN,33,2016,3.9
16015,IN,33,2017,2.9
16016,IN,33,2018,2.8
16017,IN,33,2019,2.8
16018,IN,33,2020,6.9
16019,IN,33,2021,2.7
16035,IN,35,2015,5.7
16036,IN,35,2016,5.1
16037,IN,35,2017,4.2
16038,IN,35,2018,4.0
16039,IN,35,2019,3.8
16040,IN,35,2020,7.4
16041,IN,35,2021,3.9
16057,IN,37,2015,3.4
16058,IN,37,2016,3.1
16059,IN,37,2017,2.6
16060,IN,37,2018,2.4
16061,IN,37,2019,2.4
16062,IN,37,2020,4.6
16063,IN,37,2021,2.4
16079,IN,39,2015,3.9
16080,IN,39,2016,3.4
16081,IN,39,2017,2.5
16082,IN,39,2018,2.6
16083,IN,39,2019,3.0
16084,IN,39,2020,7.6
16085,IN,39,2021,2.5
16101,IN,41,2015,6.5
16102,IN,41,2016,5.7
16103,IN,41,2017,5.0
16104,IN,41,2018,4.6
16105,IN,41,2019,4.7
16106,IN,41,2020,9.8
16107,IN,41,2021,4.4
16123,IN,43,2015,4.3
16124,IN,43,2016,4.0
16125,IN,43,2017,3.3
16126,IN,43,2018,3.3
16127,IN,43,2019,3.1
16128,IN,43,2020,6.6
16129,IN,43,2021,2.8
16145,IN,45,2015,5.9
16146,IN,45,2016,5.7
16147,IN,45,2017,4.0
16148,IN,45,2018,3.6
16149,IN,45,2019,3.5
16150,IN,45,2020,6.6
16151,IN,45,2021,2.9
16167,IN,47,2015,5.0
16168,IN,47,2016,4.3
16169,IN,47,2017,3.6
16170,IN,47,2018,3.7
16171,IN,47,2019,3.4
16172,IN,47,2020,6.0
16173,IN,47,2021,2.7
16189,IN,49,2015,4.7
16190,IN,49,2016,4.6
16191,IN,49,2017,3.5
16192,IN,49,2018,3.3
16193,IN,49,2019,3.1
16194,IN,49,2020,6.6
16195,IN,49,2021,3.3
16211,IN,51,2015,3.8
16212,IN,51,2016,3.6
16213,IN,51,2017,2.9
16214,IN,51,2018,2.6
16215,IN,51,2019,2.5
16216,IN,51,2020,6.3
16217,IN,51,2021,2.5
16233,IN,53,2015,5.4
16234,IN,53,2016,4.9
16235,IN,53,2017,3.8
16236,IN,53,2018,3.8
16237,IN,53,2019,3.6
16238,IN,53,2020,6.4
16239,IN,53,2021,3.7
16255,IN,55,2015,6.8
16256,IN,55,2016,6.5
16257,IN,55,2017,4.7
16258,IN,55,2018,4.4
16259,IN,55,2019,4.1
16260,IN,55,2020,6.3
16261,IN,55,2021,3.4
16277,IN,57,2015,3.4
16278,IN,57,2016,3.2
16279,IN,57,2017,2.7
16280,IN,57,2018,2.7
16281,IN,57,2019,2.5
16282,IN,57,2020,4.7
16283,IN,57,2021,2.2
16299,IN,59,2015,4.2
16300,IN,59,2016,3.7
16301,IN,59,2017,3.0
16302,IN,59,2018,3.0
16303,IN,59,2019,2.8
16304,IN,59,2020,5.7
16305,IN,59,2021,2.6
16321,IN,61,2015,4.6
16322,IN,61,2016,4.1
16323,IN,61,2017,3.4
16324,IN,61,2018,3.4
16325,IN,61,2019,3.2
16326,IN,61,2020,6.3
16327,IN,61,2021,2.7
16343,IN,63,2015,3.8
16344,IN,63,2016,3.4
16345,IN,63,2017,2.9
16346,IN,63,2018,2.9
16347,IN,63,2019,2.7
16348,IN,63,2020,5.1
16349,IN,63,2021,2.5
16365,IN,65,2015,5.3
16366,IN,65,2016,4.6
16367,IN,65,2017,3.6
16368,IN,65,2018,3.5
16369,IN,65,2019,3.2
16370,IN,65,2020,6.6
16371,IN,65,2021,3.2
16387,IN,67,2015,5.0
16388,IN,67,2016,4.6
16389,IN,67,2017,3.8
16390,IN,67,2018,4.0
16391,IN,67,2019,4.0
16392,IN,67,2020,11.0
16393,IN,67,2021,6.2
16409,IN,69,2015,4.4
16410,IN,69,2016,4.0
16411,IN,69,2017,3.5
16412,IN,69,2018,3.5
16413,IN,69,2019,3.2
16414,IN,69,2020,6.7
16415,IN,69,2021,3.0
16431,IN,71,2015,4.0
16432,IN,71,2016,3.6
16433,IN,71,2017,3.0
16434,IN,71,2018,2.8
16435,IN,71,2019,2.6
16436,IN,71,2020,7.2
16437,IN,71,2021,3.0
16453,IN,73,2015,5.8
16454,IN,73,2016,5.3
16455,IN,73,2017,4.3
16456,IN,73,2018,3.9
16457,IN,73,2019,3.7
16458,IN,73,2020,7.1
16459,IN,73,2021,3.5
16475,IN,75,2015,5.0
16476,IN,75,2016,4.5
16477,IN,75,2017,3.5
16478,IN,75,2018,3.3
16479,IN,75,2019,3.0
16480,IN,75,2020,6.6
16481,IN,75,2021,2.7
16497,IN,77,2015,4.8
16498,IN,77,2016,4.6
16499,IN,77,2017,3.7
16500,IN,77,2018,3.4
16501,IN,77,2019,3.3
16502,IN,77,2020,7.5
16503,IN,77,2021,3.1
16519,IN,79,2015,5.1
16520,IN,79,2016,4.7
16521,IN,79,2017,3.8
16522,IN,79,2018,3.6
16523,IN,79,2019,3.2
16524,IN,79,2020,7.8
16525,IN,79,2021,3.7
16541,IN,81,2015,4.1
16542,IN,81,2016,3.6
16543,IN,81,2017,2.9
16544,IN,81,2018,2.9
16545,IN,81,2019,2.7
16546,IN,81,2020,5.7
16547,IN,81,2021,2.6
16563,IN,83,2015,4.6
16564,IN,83,2016,4.3
16565,IN,83,2017,3.4
16566,IN,83,2018,3.1
16567,IN,83,2019,3.0
16568,IN,83,2020,6.0
16569,IN,83,2021,2.8
16585,IN,85,2015,4.0
16586,IN,85,2016,3.7
16587,IN,85,2017,2.7
16588,IN,85,2018,2.6
16589,IN,85,2019,2.8
16590,IN,85,2020,6.2
16591,IN,85,2021,2.7
16607,IN,87,2015,3.6
16608,IN,87,2016,3.4
16609,IN,87,2017,2.5
16610,IN,87,2018,2.5
16611,IN,87,2019,2.8
16612,IN,87,2020,6.5
16613,IN,87,2021,2.0
16629,IN,89,2015,6.8
16630,IN,89,2016,6.2
16631,IN,89,2017,5.1
16632,IN,89,2018,4.9
16633,IN,89,2019,4.9
16634,IN,89,2020,10.4
16635,IN,89,2021,6.1
16651,IN,91,2015,6.2
16652,IN,91,2016,5.8
16653,IN,91,2017,4.4
16654,IN,91,2018,4.3
16655,IN,91,2019,4.2
16656,IN,91,2020,9.7
16657,IN,91,2021,5.1
16673,IN,93,2015,6.5
16674,IN,93,2016,5.6
16675,IN,93,2017,4.3
16676,IN,93,2018,3.8
16677,IN,93,2019,3.6
16678,IN,93,2020,7.1
16679,IN,93,2021,3.5
16695,IN,95,2015,5.6
16696,IN,95,2016,5.0
16697,IN,95,2017,3.9
16698,IN,95,2018,3.9
16699,IN,95,2019,3.7
16700,IN,95,2020,8.0
16701,IN,95,2021,4.1
16717,IN,97,2015,5.0
16718,IN,97,2016,4.4
16719,IN,97,2017,3.6
16720,IN,97,2018,3.5
16721,IN,97,2019,3.2
16722,IN,97,2020,8.0
16723,IN,97,2021,4.4
16739,IN,99,2015,4.1
16740,IN,99,2016,3.7
16741,IN,99,2017,3.0
16742,IN,99,2018,3.1
16743,IN,99,2019,3.1
16744,IN,99,2020,6.5
16745,IN,99,2021,2.7
16761,IN,101,2015,4.2
16762,IN,101,2016,4.0
16763,IN,101,2017,3.0
16764,IN,101,2018,2.7
16765,IN,101,2019,2.6
16766,IN,101,2020,4.3
16767,IN,101,2021,2.5
16783,IN,103,2015,5.2
16784,IN,103,2016,4.7
16785,IN,103,2017,3.9
16786,IN,103,2018,4.0
16787,IN,103,2019,3.9
16788,IN,103,2020,8.2
16789,IN,103,2021,4.4
16805,IN,105,2015,4.9
16806,IN,105,2016,4.6
16807,IN,105,2017,3.6
16808,IN,105,2018,3.6
16809,IN,105,2019,3.3
16810,IN,105,2020,5.6
16811,IN,105,2021,2.9
16827,IN,107,2015,4.0
16828,IN,107,2016,3.8
16829,IN,107,2017,3.0
16830,IN,107,2018,3.0
16831,IN,107,2019,3.0
16832,IN,107,2020,5.3
16833,IN,107,2021,2.6
16849,IN,109,2015,4.7
16850,IN,109,2016,4.2
16851,IN,109,2017,3.5
16852,IN,109,2018,3.4
16853,IN,109,2019,3.0
16854,IN,109,2020,5.5
16855,IN,109,2021,2.9
16871,IN,111,2015,5.8
16872,IN,111,2016,5.5
16873,IN,111,2017,4.8
16874,IN,111,2018,4.3
16875,IN,111,2019,4.1
16876,IN,111,2020,7.0
16877,IN,111,2021,3.8
16893,IN,113,2015,4.2
16894,IN,113,2016,4.0
16895,IN,113,2017,3.1
16896,IN,113,2018,2.9
16897,IN,113,2019,3.1
16898,IN,113,2020,8.4
16899,IN,113,2021,3.3
16915,IN,115,2015,5.5
16916,IN,115,2016,4.8
16917,IN,115,2017,3.6
16918,IN,115,2018,3.4
16919,IN,115,2019,3.4
16920,IN,115,2020,7.4
16921,IN,115,2021,2.5
16937,IN,117,2015,5.9
16938,IN,117,2016,5.0
16939,IN,117,2017,3.9
16940,IN,117,2018,3.8
16941,IN,117,2019,3.4
16942,IN,117,2020,11.2
16943,IN,117,2021,4.2
16959,IN,119,2015,6.3
16960,IN,119,2016,5.5
16961,IN,119,2017,4.3
16962,IN,119,2018,4.3
16963,IN,119,2019,4.0
16964,IN,119,2020,6.4
16965,IN,119,2021,3.6
16981,IN,121,2015,5.6
16982,IN,121,2016,5.1
16983,IN,121,2017,4.0
16984,IN,121,2018,4.0
16985,IN,121,2019,3.8
16986,IN,121,2020,5.5
16987,IN,121,2021,2.9
17003,IN,123,2015,4.7
17004,IN,123,2016,4.5
17005,IN,123,2017,3.8
17006,IN,123,2018,3.7
17007,IN,123,2019,3.3
17008,IN,123,2020,6.6
17009,IN,123,2021,3.1
17025,IN,125,2015,4.3
17026,IN,125,2016,4.3
17027,IN,125,2017,3.3
17028,IN,125,2018,3.5
17029,IN,125,2019,3.3
17030,IN,125,2020,5.9
17031,IN,125,2021,3.4
17047,IN,127,2015,5.3
17048,IN,127,2016,5.1
17049,IN,127,2017,4.0
17050,IN,127,2018,3.8
17051,IN,127,2019,3.7
17052,IN,127,2020,8.2
17053,IN,127,2021,3.9
17069,IN,129,2015,3.9
17070,IN,129,2016,3.9
17071,IN,129,2017,3.0
17072,IN,129,2018,2.8
17073,IN,129,2019,2.7
17074,IN,129,2020,5.0
17075,IN,129,2021,2.6
17091,IN,131,2015,4.5
17092,IN,131,2016,4.4
17093,IN,131,2017,3.4
17094,IN,131,2018,3.1
17095,IN,131,2019,3.0
17096,IN,131,2020,6.1
17097,IN,131,2021,2.9
17113,IN,133,2015,5.1
17114,IN,133,2016,4.4
17115,IN,133,2017,3.6
17116,IN,133,2018,3.7
17117,IN,133,2019,3.4
17118,IN,133,2020,6.4
17119,IN,133,2021,3.1
17135,IN,135,2015,4.9
17136,IN,135,2016,4.4
17137,IN,135,2017,4.1
17138,IN,135,2018,3.9
17139,IN,135,2019,3.7
17140,IN,135,2020,6.6
17141,IN,135,2021,2.9
17157,IN,137,2015,5.3
17158,IN,137,2016,4.5
17159,IN,137,2017,3.5
17160,IN,137,2018,3.5
17161,IN,137,2019,3.2
17162,IN,137,2020,6.5
17163,IN,137,2021,2.8
17179,IN,139,2015,4.3
17180,IN,139,2016,3.7
17181,IN,139,2017,3.0
17182,IN,139,2018,2.8
17183,IN,139,2019,2.6
17184,IN,139,2020,6.3
17185,IN,139,2021,2.8
17201,IN,141,2015,5.0
17202,IN,141,2016,4.5
17203,IN,141,2017,3.5
17204,IN,141,2018,3.5
17205,IN,141,2019,3.5
17206,IN,141,2020,8.5
17207,IN,141,2021,4.2
